	reviewText	overall
8727	I my self have used WEBROOT for more than a few Years on Windows XP VISTA 7 81 10 to present windows 10 new update to version1607 WEBROOT works great	5.0
8728	One hour hold time to speak with tech support unacceptable and the software seems buggy	1.0
8730	I bought this to install on my 2 computers Neither computer would accept and install I called WEBROOT support I was informed that my Internet network connection was not secured	1.0
8731	id think twice before yall buy webroots software its not even rated in the top 10 for internet security suites	2.0
8733	Webroot is a great product and it replace my Aunt Norton 360 She has since bought a new computer and is using a product that was included free for 1	5.0
8734	Soi Far so Good Have not had a virus since Webroot was installed and I had some from Nortons as well as McAfee IN Fact a person claiming he was	5.0
8735	Where do I begin with their lies and deception 1 Small size on HD Not true ALL of the data hides in programdata WRData and can baloon up to 50	1.0
8736	Have had to buy this program repeatedlydoes not last a year and my review was refused for the first time	3.0
8737	Were on our second year of Webroot and just grabbed this to replace my dads McAfee talk about a power hungry night mare antivirus software I would never use McAfee	5.0
8738	Best antivirus out there Luv that it does most of the scans and stuff for u Most people never remember to manually run them	5.0
8742	That was fast Ordered on line and within minutes got the download and license Installed it without any problems Installed it on my laptop my sons desktop and daughters laptop	5.0
8743	I my self have used WEBROOT for more than a few Years on Windows XP VISTA 7 81 10 to present windows 10 new update to version1607 WEBROOT works great	5.0
8745	One hour hold time to speak with tech support unacceptable and the software seems buggy	1.0
8746	Works behind the scenes and have had no virus issues Was a little difficult to get all the old Norton stuff off Caused some problems until it found it all	5.0
8749	This purchase was for my 2nd year using Webroot to renew my subscription I have found the program to work well It is effective fast and does not hog system	5.0
8750	Webroot seems to work fine on my Mac computer I have decided to use Windows Defender on my Dell PC with Win 10 Im glad that Windows is finally giving	4.0
8751	Would not recognize my registered email and turn off all saved passwords in firefox browser Uninstalled bought another anti virus software What a wasted 20	1.0
8752	Over the years Ive run the gamut of anti virus software from venerable companies like Norton and McAfee to lesser known brands like Trend Micro and Kaspersky With my latest	4.0
8755	Where do I begin with their lies and deception 1 Small size on HD Not true ALL of the data hides in programdata WRData and can baloon up to 50	1.0
8756	Works quietly in the background and so far has not interrupted or slowed my work on a Win 7 desktop Has identified both suspicious email content and online prompts So	5.0
8757	Good product good price although sometimes a pain to download If that happens call Webroot support they helped me in 10 minutes when Amazon customer support couldnt help in 2	4.0
